sofifa_id,short_name,nationality,overall,player_positions,work_rate,team_position
240784,J. Bursik,England,56,GK,Medium/Medium,SUB
243612,D. Sanderson,England,56,"CB, RWB",Medium/Medium,SUB
244220,O. Aga,Norway,56,ST,Medium/Low,SUB
245033,T. Roberts,USA,56,CAM,Medium/Medium,SUB
245343,L. Alarcón,Chile,56,CB,Medium/Medium,RES
245731,P. Campos,Chile,56,RW,High/Low,SUB
246454,D. Revan,England,56,"CB, LB",Medium/High,RES
247824,A. Konte,Mali,56,"RM, LM",Medium/Low,SUB
248118,A. Pitu,Romania,56,RW,High/Medium,SUB
252856,T. Pawlson,England,56,"LW, ST",High/Medium,SUB
240473,T. Wilson,Republic of Ireland,56,LB,Medium/Medium,RES
242179,Y. Fofana,France,56,GK,Medium/Medium,SUB
242710,T. John-Jules,England,56,ST,Medium/Medium,RES
242750,O. Simmonds,England,56,"ST, RW, LM",Medium/Low,SUB
243154,A. Benedyczak,Poland,56,ST,Medium/Medium,SUB
244599,H. Guenouche,France,56,LB,Medium/Medium,RES
244623,E. Maulana Vikri,Indonesia,56,CAM,Medium/Medium,SUB
244627,L. Marković,Serbia,56,ST,Medium/Medium,SUB
245274,P. Gunnarsson,Iceland,56,GK,Medium/Medium,RES
246080,G. Bajrami,Albania,56,CB,Medium/Medium,RES
247020,W. Bedfian,France,56,GK,Medium/Medium,SUB
250955,J. Stanisic,Germany,56,"CB, RB",Medium/Medium,LB
251091,H. Al Eissa,Saudi Arabia,56,"RM, ST",Medium/Medium,SUB
236468,A. Aktas,Turkey,56,"CAM, RM",Medium/Low,RES
239221,T. Magloire,England,56,CB,Medium/Medium,SUB
240749,J. Castillo,Chile,56,"LW, CAM",High/Medium,SUB
240772,S. Mallon,Republic of Ireland,56,"LM, LWB",Medium/Medium,RES
244077,L. Bürger,Germany,56,"CM, CAM",Medium/Medium,RES
245761,A. Morgan,England,56,CM,Medium/Medium,SUB
246756,A. Alonzo,Mexico,56,GK,Medium/Medium,RES
246876,F. Al Ghashayan,Saudi Arabia,56,RM,Medium/Low,RES
247374,M. Lara,Chile,56,"RM, RB",High/High,RES
247640,B. Teixeira,France,56,"CAM, CM",Medium/Medium,SUB
251073,C. Dumitru,Romania,56,ST,High/Medium,RES
251301,J. Albrecht,Germany,56,"CDM, CM",Medium/Medium,RES
251935,C. Kameraj,Switzerland,56,RWB,Medium/Medium,RES
252725,B. Fındık,Turkey,56,CB,Low/Medium,RES
236662,P. Vagic,Sweden,56,"LM, ST, CM",Medium/Medium,SUB
236838,Y. Maleh,Italy,56,CM,High/Medium,RCM
241430,V. Gomis,France,56,ST,Medium/Low,SUB
243153,M. Al Rashidi,Saudi Arabia,56,RWB,Medium/Medium,RES
244510,M. Hauptmann,Germany,56,"RM, LM, CAM",Medium/Medium,SUB
244913,A. Delap,Republic of Ireland,56,"RM, RB",High/Medium,SUB
245239,M. Kulke,Germany,56,CM,Medium/Medium,SUB
245413,M. Al Sufyani,Saudi Arabia,56,"LM, CAM",Medium/Medium,RES
245523,M. Al Mutairi,Saudi Arabia,56,CAM,Medium/Medium,RES
246151,A. Ahl Holmström,Sweden,56,ST,Medium/Medium,RES
246593,Almerge,Spain,56,RB,Medium/Medium,RES
247521,D. Ioannidis,Germany,56,CM,Medium/Medium,SUB
248420,A. Zaharia,Romania,56,ST,Medium/Medium,RES
248593,M. Leca,Romania,56,CB,Medium/High,SUB
251378,T. Hölscher,Germany,56,"CM, CAM",Medium/Medium,RES
252177,D. Palmieri,France,56,CM,Medium/Medium,RES
234483,D. Sesay,England,56,LWB,Medium/Medium,LB
235532,M. Roseth,Norway,56,"CB, LB",Medium/Medium,RES
237872,T. Howe,England,56,RB,High/Medium,RES
239319,A. Bradley,Finland,56,"RW, CM",High/Medium,SUB
239801,R. Clampin,England,56,"LB, LWB, LM",High/Medium,LB
240773,R. Norrington-Davies,Wales,56,"LWB, LB",Medium/Medium,LB
241440,R. Akbari,Australia,56,"CAM, ST",Medium/Medium,SUB
242089,G. Walker,Norway,56,CB,Medium/Medium,SUB
243366,O. Klitten,Denmark,56,"LW, ST",Medium/Medium,SUB
243606,K. Lewis-Potter,England,56,ST,Medium/Medium,RES
243613,O. Bailey,England,56,"CDM, CB",Medium/High,RES
244216,L. Gibbens,England,56,CB,Low/Medium,RES
244598,Y. Kaiser,Switzerland,56,CB,Low/Medium,RES
245171,H. Andersson,Sweden,56,CB,Medium/Medium,SUB
246461,B. Jerez,Chile,56,RB,Medium/Medium,SUB
246991,L. Scales,Republic of Ireland,56,CB,Medium/Medium,LCB
247001,N. Farrugia,Republic of Ireland,56,"LM, RM",Medium/Medium,SUB
247892,A. Alsanati,Sweden,56,RW,Medium/Medium,SUB
248328,T. Allen,England,56,"LW, ST",High/Medium,SUB
251179,P. Grauschopf,Germany,56,"CB, CDM, RB",Medium/Medium,SUB
251526,W. Tanaka,Japan,56,"CM, CDM, CAM",Medium/Medium,RES
233011,Jeong Chee In,Korea Republic,56,LW,Medium/Low,SUB
235991,N. Cordero,Argentina,56,ST,Medium/Medium,RES
236551,H. Darling,England,56,CB,Medium/Medium,SUB
237705,D. Pierias,Australia,56,RB,High/Medium,SUB
237734,J. Guzmán,Colombia,56,CAM,Medium/Medium,RES
238343,D. Mushitu,Sweden,56,ST,Medium/Medium,RES
239147,O. Snorre,Denmark,56,GK,Medium/Medium,SUB
239222,J. Grayson,England,56,"CB, CDM",Medium/Medium,RES
240812,M. Dulca,Romania,56,CM,Medium/Medium,SUB
240990,B. Berríos,Chile,56,"CM, LB",Medium/Medium,SUB
241506,K. Guessoum,France,56,CB,Medium/Medium,SUB
242774,Y. Oki,Japan,56,GK,Medium/Medium,RES
243203,K. Høgh,Denmark,56,ST,High/Medium,SUB
243372,J. Nieva,Colombia,56,"CDM, CM",Medium/Medium,RAM
243651,M. Sheaf,England,56,"CM, CAM",Medium/Medium,LCM
244211,F. Botișeriu,Germany,56,LB,Medium/Medium,SUB
245233,M. Steinwender,Austria,56,CB,Medium/Medium,RES
246767,K. Björklund,Sweden,56,CB,Medium/Medium,SUB
246858,N. Mickelson,Norway,56,RB,High/Medium,RES
247897,G. Crețu,Romania,56,CM,Medium/Medium,RES
248208,L. Gilboy,England,56,"LM, CAM",Medium/Medium,RES
251290,M. Fernandes,England,56,"LM, RM, ST",Medium/Medium,SUB
251375,D. De Vita,Germany,56,CB,Low/Medium,RES
252901,C. Borțoneanu,Romania,56,CM,Medium/Medium,RES
231415,R. Cruz,Mexico,56,RM,High/High,SUB
233060,Y. Khormi,Saudi Arabia,56,"CAM, RM",Medium/Medium,RES
233938,D. Kasumu,Nigeria,56,"CM, RB",Medium/Medium,SUB
234242,C. O'Keeffe,Republic of Ireland,56,"RB, CM, RM",High/Medium,SUB
235742,S. Nombe,England,56,ST,Medium/Medium,SUB
237236,I. Ünal,Turkey,56,GK,Medium/Medium,RES
238091,C. Borchgrevink,Norway,56,RB,High/Medium,SUB
238336,J. Rankin-Costello,England,56,"RM, RWB, RB",Medium/Low,RES
244818,H. Bellman,Sweden,56,LM,High/High,RES
245987,Y. Zouma,France,56,CB,Low/High,LCB
246264,J. Scholz,Germany,56,"CB, LB",Medium/Medium,SUB
246837,N. Almas,Saudi Arabia,56,CB,Medium/Medium,RES
247241,Wu Shaocong,China PR,56,"CM, LM, CB",Medium/High,RES
247741,A. Driscoll-Glennon,England,56,"LB, CB",Medium/Medium,RES
248135,A. Canchano,Colombia,56,RB,Medium/Medium,RES
251639,E. Carratala Jimenez,Germany,56,"RM, LM",High/Low,RES
252232,B. Essele,Cameroon,56,GK,Medium/Medium,SUB
252268,R. Roosken,Netherlands,56,RB,Medium/Medium,RES
228664,H. Duman,Norway,56,CM,Medium/Medium,SUB
229046,L. Jones,England,56,GK,Medium/Medium,RES
231122,S. Pedersen,Norway,56,ST,Medium/Low,SUB
231590,L. Butroid,England,56,LB,Medium/Medium,SUB
231617,L. Davies,England,56,RB,Medium/Medium,SUB
233882,J. Law,England,56,"LWB, LW, ST",Medium/Medium,SUB
236529,S. Alzate,England,56,"CM, CAM",Medium/Medium,RES
238356,D. Jończy,Poland,56,CB,Medium/Medium,SUB
238606,Jo Yong Jae,Korea Republic,56,RW,Medium/Low,RES
238844,K. Al Dubaysh,Saudi Arabia,56,LB,Medium/Medium,SUB
239443,D. McNamara,England,56,RB,High/High,RB
241543,A. Lyons,Republic of Ireland,56,RB,Medium/Medium,SUB
241577,L. Shabani,Albania,56,"CAM, CF",Medium/Medium,SUB
242241,P. Niyongabire,Burundi,56,"RW, CAM",High/Low,SUB
242430,S. van Dijck,Netherlands,56,CB,Medium/High,RES
242627,P. Okonkwo,Nigeria,56,ST,Medium/Medium,SUB
243295,M. Fuentes,Chile,56,CF,Medium/Medium,SUB
243367,K. Yamada,Japan,56,"CM, CF, RB",High/Medium,RES
243726,L. Kerrigan,Republic of Ireland,56,"CAM, LM, RW",Medium/Medium,SUB
244502,W. Pleśnierowicz,Poland,56,CB,Medium/Medium,RES
245420,H. Salem,Saudi Arabia,56,LB,Medium/Medium,SUB
245501,I. Olaofe,England,56,ST,Medium/Medium,RES
246987,C. Kearns,Republic of Ireland,56,GK,Medium/Medium,GK
247167,A. Toptik,Turkey,56,"LM, RM, ST",Medium/Low,RES
247354,B. Michel,USA,56,ST,Medium/Medium,SUB
248694,I. Karamoko,France,56,CM,Medium/Medium,SUB
248821,S. Delos,France,56,LB,Medium/Medium,SUB
251001,C. Boyd-Munce,Northern Ireland,56,CM,High/Medium,RES
251360,M. Spychała,Poland,56,RB,High/Medium,RES
251381,P. Keny,Senegal,56,ST,Medium/Medium,SUB
251480,P. Bachmeier,Germany,56,GK,Medium/Medium,RES
251661,C. Sabanci,Germany,56,ST,Medium/Medium,SUB
251960,J. Munsters,Netherlands,56,CDM,Medium/Medium,RES
251972,C. Pizarro,Chile,56,"CDM, CM",Medium/Medium,RES
252191,J. Garza,Mexico,56,LM,Medium/Medium,SUB
252342,C. van den Berg,Netherlands,56,GK,Medium/Medium,SUB
252503,L. Soszyński,Poland,56,CDM,Medium/Medium,RES
252615,Lee Sang Su,Korea Republic,56,CB,Low/High,RES
225873,R. Feely,Republic of Ireland,56,"RB, CB",Medium/High,RB
226561,J. McMillan,Scotland,56,"LB, RB",Medium/Medium,LB
226693,M. Zeroual,Belgium,56,CAM,Medium/Medium,RES
227545,T. Ryan,Republic of Ireland,56,GK,Medium/Medium,SUB
231682,T. Heward-Belle,Australia,56,GK,Medium/Medium,SUB
232648,L. Gibson,England,56,LB,High/Medium,SUB
233502,L. Obexer,Switzerland,56,LWB,Medium/Medium,SUB
236867,L. Dias,France,56,GK,Medium/Medium,SUB
238298,M. Miño,Argentina,56,GK,Medium/Medium,SUB
238546,M. Al Hamad,Saudi Arabia,56,ST,Medium/Medium,SUB
238725,K. Tshiembe,Denmark,56,"CB, RWB",Medium/Medium,SUB
239192,G. Phillips,USA,56,CB,Medium/Medium,SUB
239501,J. Tartarotti,Austria,56,"CM, CDM",Medium/Medium,RES
241200,D. Stynes,Australia,56,CAM,High/Medium,SUB
243498,J. Caicedo,Colombia,56,CDM,Medium/Medium,RES
243599,P. Ouaneh,France,56,CB,Medium/Medium,RES
244928,A. Hodžić,Austria,56,ST,Medium/Medium,SUB
246775,M. Olsen,Faroe Islands,56,"LM, LW",Medium/Medium,SUB
247220,N. Al Dajani,Saudi Arabia,56,"CAM, CM",Medium/Low,SUB
247932,G. Bosiers,Belgium,56,CAM,Medium/Medium,RES
250852,A. Heimer,Denmark,56,"CM, CDM, CAM",Medium/Medium,SUB
250940,T. Rieg,Germany,56,"CB, LB",Medium/Medium,SUB
252825,A. Fiordaliso,Italy,56,RB,Medium/Medium,RB
230765,H. Al Watyan,Saudi Arabia,56,GK,Medium/Medium,SUB
232943,M. Place,Republic of Ireland,56,ST,High/High,SUB
234260,A. Fisher,England,56,GK,Medium/Medium,SUB
235923,R. Öktem,Turkey,56,"CM, CDM",Medium/Medium,RES
239735,D. Pawłowski,Poland,56,RB,High/Medium,RES
240105,D. López,Mexico,56,ST,Medium/Medium,RES
241582,W. Fitzgerald,Republic of Ireland,56,LM,Medium/Medium,SUB
241818,L. Buades,France,56,"ST, RW, RB",Medium/Medium,SUB
242044,G. Zuñiga,Chile,56,RB,Medium/Medium,SUB
242134,G. Vetti,Norway,56,"CM, CB",High/Medium,SUB
242200,T. Rönning,Sweden,56,GK,Medium/Medium,SUB
242906,E. Twumasi,Ghana,56,LW,Medium/Low,RES
243490,C. Ariza,Colombia,56,GK,Medium/Medium,RES
244123,J. Meiser,Germany,56,"ST, CAM",Medium/Medium,SUB
244177,D. Camara Bos,Netherlands,56,RB,Medium/Medium,RES
245617,M. Ando,Japan,56,CF,Medium/Medium,RES
245626,R. Matsuda,Japan,56,RB,Medium/Medium,RES
246963,M. Ospino,Colombia,56,GK,Medium/Medium,RES
247129,R. Blanco,Colombia,56,ST,High/Medium,SUB
247822,J. Nisbet,Australia,56,CDM,High/High,SUB
247831,J. Chacón,Argentina,56,CB,Medium/Medium,RES
248238,Shin Jae Won,Korea Republic,56,RWB,Medium/Low,RES
248597,L. Quintero,Colombia,56,GK,Medium/Medium,SUB
250910,B. Onkony,Switzerland,56,CB,Medium/High,SUB
251102,M. Trąbka,Poland,56,CAM,High/Medium,SUB
251402,J. Kraus,Germany,56,"CB, LB",Low/High,SUB
251653,Irazábal,Spain,56,LB,Medium/Medium,SUB
252050,A. Aguirre,Mexico,56,CM,Medium/Medium,RES
252110,S. Ako,France,56,LB,High/Medium,RES
252173,A. Van Keilegom,Belgium,56,CAM,Medium/Medium,RES
252786,B. Moreno,Colombia,56,CAM,Medium/Medium,CAM
223909,A. Palmer,England,56,GK,Medium/Medium,GK
225922,M. Shelton,England,56,CM,Medium/Medium,SUB
230950,D. Devine,England,56,CM,Medium/Medium,RCM
234988,M. Al Saeed,Saudi Arabia,56,"LM, LB",Medium/Medium,SUB
239859,Li Hailong,China PR,56,RB,Medium/Medium,SUB
240340,C. Zuvela,Australia,56,"CM, CDM",Medium/Medium,SUB
241328,Wei Zhen,China PR,56,CB,Medium/Medium,RCB
242197,M. Ndione,Sweden,56,ST,Medium/Medium,SUB
242245,F. Al Rashidi,Saudi Arabia,56,"LM, RM",Medium/Medium,RES
242276,Wang Ziming,China PR,56,ST,Medium/Low,SUB
242541,C. Brown,England,56,"CB, LB, LWB",Medium/Medium,RES
242863,A. Al Hassan,Saudi Arabia,56,CDM,Medium/Medium,SUB
243689,P. Pierzchała,Poland,56,CB,High/Medium,RES
245400,Kim Ji Hyun,Korea Republic,56,ST,Medium/Low,RW
245506,H. Al Sibyani,Saudi Arabia,56,LWB,Medium/Medium,SUB
245854,T. Vermot,France,56,GK,Medium/Medium,RES
246689,O. Al Jadaani,Saudi Arabia,56,LM,Medium/Medium,RES
246801,N. Suksum,Thailand,56,"CAM, LM, RM",High/Medium,RES
247719,Chen Kerui,China PR,56,"CAM, LW, ST",Medium/Medium,CAM
248481,J. Labastidas,Colombia,56,LM,Medium/Medium,RES
248735,Bao Yaxiong,China PR,56,GK,Medium/Medium,GK
250778,M. Troonbeeckx,Belgium,56,RM,Medium/Medium,SUB
251016,T. Ahumada,Chile,56,GK,Medium/Medium,RES
251288,J. Medić,Croatia,56,CB,Medium/Medium,RES
251671,D. Klann,Germany,56,CDM,Medium/High,RES
228239,C. Cooper,England,56,CM,Medium/Medium,RES
228998,D. Marzino,Switzerland,56,GK,Medium/Medium,SUB
231270,C. Waters,Scotland,56,"LB, LM",Medium/Medium,LB
231683,M. Shabow,Australia,56,"LM, CM",Medium/Low,SUB
236591,E. Sylisufaj,Sweden,56,ST,Medium/Medium,SUB
236794,J. Dakir,Denmark,56,GK,Medium/Medium,SUB
241088,B. Chevreuil,Haiti,56,CAM,Medium/Medium,SUB
241355,T. Hamilton,England,56,LM,Medium/Medium,RES
241507,J. Tucker,England,56,CB,Medium/High,RES
242624,J. Gallagher,Republic of Ireland,56,"RB, RWB",High/Medium,SUB
244441,L. Farine,Switzerland,56,CB,Medium/Medium,SUB
245085,A. Al Bahri,Saudi Arabia,56,GK,Medium/Medium,SUB
246094,R. Graydon,Republic of Ireland,56,"LM, RM",Medium/Medium,SUB
247059,A. Al Hidhani,United Arab Emirates,56,RB,High/Medium,SUB
247234,C. Pájaro,Colombia,56,RB,Medium/Low,SUB
247971,P. Costea,Romania,56,LM,Medium/Medium,SUB
248394,J. Corinus,France,56,"CB, CDM",Medium/Medium,SUB
248582,S. Schwarz,Germany,56,RM,Medium/Medium,RES
251292,F. Kastenmeier,Germany,56,GK,Medium/Medium,SUB
251764,D. Michalski,Poland,56,CB,Medium/Medium,SUB
251765,G. Lionetti,Italy,56,CM,Medium/Medium,SUB
251837,O. Rodríguez,Colombia,56,GK,Medium/Medium,SUB
252031,F. Heister,Germany,56,"RM, RB",Medium/Medium,RES
252183,H. Vandermersch,France,56,"RB, CB",Medium/Medium,RES
252203,V. Jaramillo,Mexico,56,CAM,Medium/Medium,SUB
252298,M. Winter,Germany,56,"CM, CDM",Medium/Medium,RES
220572,T. Dejewski,Poland,56,CB,Medium/Medium,RES
222185,Cui Ming'an,China PR,56,"CDM, CAM",Medium/Medium,SUB
228928,S. Lavelle,Scotland,56,CB,Low/Medium,RCB
231107,A. Kilgour,England,56,CB,Medium/High,SUB
232633,M. Hayashi,Japan,56,GK,Medium/Medium,SUB
235139,Long Wei,China PR,56,"CB, CDM, LB",Medium/High,RES
236736,C. Deasy,Republic of Ireland,56,"RB, RWB, LB",Medium/Medium,RWB
239005,L. Grabovac,Austria,56,"LW, RW",High/Medium,SUB
240952,F. Niang,Senegal,56,CM,Medium/Medium,RES
241302,Xiang Baixu,China PR,56,ST,Medium/Low,SUB
247013,S. Pereira,Chile,56,CB,Medium/Medium,SUB
247216,Y. Higuchi,Japan,56,CM,Medium/Medium,RES
247266,H. Araki,Japan,56,CB,Medium/Medium,CB
213836,O. Sigurjónsson,Iceland,56,CM,Medium/Medium,SUB
220190,Cristian Arco,Spain,56,GK,Medium/Medium,RES
222458,F. Karkalis,Italy,56,"CB, LB",Medium/Medium,RES
225489,F. Schram,Iceland,56,GK,Medium/Medium,RES
225740,Dong YanFeng,China PR,56,RB,High/Medium,SUB
228362,G. Dahl,Denmark,56,LB,High/Medium,RES
231630,B. Stevenson,England,56,"CAM, CM",Medium/Low,SUB
239767,A. Kappenberger,Denmark,56,GK,Medium/Medium,SUB
240486,M. Naji,Saudi Arabia,56,"CB, CDM",Medium/Medium,SUB
241310,Liu Heng,China PR,56,CB,Medium/High,RES
241593,Yang Wanshun,China PR,56,LW,Medium/Medium,RES
241898,A. Ando,Japan,56,CDM,Medium/High,RES
242305,J. Olufsen,Norway,56,LW,Medium/Low,SUB
247192,Nie Aoshuang,China PR,56,"CM, CDM, CAM",Medium/Medium,SUB
248491,L. Ortiz,Colombia,56,"RB, CM",Medium/Medium,RES
248699,H. Assiri,Saudi Arabia,56,"LB, LM",High/Medium,SUB
250950,L. Kukić,Bosnia Herzegovina,56,GK,Medium/Medium,SUB
252422,M. Abdullah,United Arab Emirates,56,"CM, RM",Medium/Low,RES
210330,A. Addai,England,56,ST,Medium/Medium,SUB
213143,R. Oates,England,56,"LM, RM, ST",High/Medium,SUB
235709,H. Al Jasim,Saudi Arabia,56,"ST, RM",High/Low,RES
237752,T. Takagiwa,Japan,56,GK,Medium/Medium,SUB
238076,M. Bersano,USA,56,GK,Medium/Medium,RES
240537,L. Wackerle,Austria,56,GK,Medium/Medium,SUB
242585,T. Shibuya,Japan,56,GK,Medium/Medium,RES
244361,R. Tsonev,Bulgaria,56,"CM, CAM, RM",High/Medium,RES
246436,Mun Kyung Gun,Korea Republic,56,GK,Medium/Medium,RES
246776,A. Bergmark Wiberg,Sweden,56,ST,High/Medium,SUB
247845,Kim Seung Woo,Korea Republic,56,CB,Medium/Medium,RES
251793,H. Mawatari,Japan,56,GK,Medium/Medium,RES
251839,E. Morillo,Venezuela,56,ST,Medium/Medium,SUB
252035,A. Al Khamis,Saudi Arabia,56,CDM,Medium/Medium,RES
206477,N. Corbet,Republic of Ireland,56,GK,Medium/Medium,SUB
211652,Lee Seung Kyu,Korea Republic,56,GK,Medium/Medium,RES
217992,M. Timlin,Republic of Ireland,56,"CM, LM, RM",High/Medium,SUB
221591,C. Gallagher,Republic of Ireland,56,GK,Medium/Medium,RES
226196,Peng Rui,China PR,56,"LB, RB",Medium/Medium,RES
226828,P. Benitez,Chile,56,GK,Medium/Medium,RES
233262,A. Rawls,USA,56,GK,Medium/Medium,RES
244439,M. Minder,Switzerland,56,GK,Medium/Medium,SUB
251318,M. Ito,Japan,56,"CB, RB",Medium/High,RES
252457,M. Dampc,Poland,56,CB,Low/High,RES
200744,R. Watson,England,56,CM,Medium/Medium,RDM
208544,L. Conlan,Northern Ireland,56,"LB, LWB",Medium/Medium,SUB
210762,A. Hernández,Mexico,56,LB,Medium/Medium,SUB
212174,D. Moyo,Zimbabwe,56,"ST, RW, RM",Medium/High,RES
213076,Hwang Sung Min,Korea Republic,56,GK,Medium/Medium,SUB
213315,Kim Jong Pil,Korea Republic,56,"CB, CM",Medium/Medium,RES
221798,Fang Jingqi,China PR,56,GK,Medium/Medium,SUB
222192,Sun Guowen,China PR,56,LM,Medium/Medium,RES
224619,Ji Xiaoxuan,China PR,56,CAM,Medium/Medium,RES
232825,Myeong Joon Jae,Korea Republic,56,"RB, CAM",Medium/Medium,SUB
247956,A. Souda,France,56,CAM,Medium/Medium,LM
213535,K. Zobeck,USA,56,GK,Medium/Medium,RES
242715,A. Grinwis,USA,56,GK,Medium/Medium,RES
251585,J. Mary,Cameroon,56,ST,High/Low,ST
191559,S. Kawamata,Japan,56,GK,Medium/Medium,RES
209652,T. McNamee,Republic of Ireland,56,"LM, CM",Medium/Medium,SUB
216511,M. Raimondo-Metzger,Germany,56,CB,Medium/Medium,RES
234692,Z. Mills,England,56,RB,High/Medium,SUB
239588,C. Andreoni,Italy,56,RB,Medium/Medium,SUB
252197,Osman Junior,Brazil,56,LW,High/Medium,SUB
22391,R. Cretaro,Republic of Ireland,56,"ST, CAM, LM",Medium/Medium,RW
157190,J. Russell,Republic of Ireland,56,"CM, CDM",High/High,SUB
182471,Sun Shoubo,China PR,56,GK,Medium/Medium,RES
201490,M. McCrudden,Northern Ireland,56,"ST, LM",High/Low,SUB
217645,Y. Kurihara,Japan,56,CB,Low/Medium,RES
222117,Shen Jun,China PR,56,GK,Medium/Medium,GK
222175,Yang Yihu,China PR,56,LW,Medium/Low,RES
231669,A. Mosquera,Colombia,56,RM,Medium/Medium,SUB
240640,L. Morales,Argentina,56,RB,High/Medium,SUB
247191,Song Zhiwei,China PR,56,CDM,Low/Medium,RCM
243353,B. Mumba,England,55,CM,Medium/High,SUB
246091,J. García,Mexico,55,CB,Low/High,RES
244773,C. Herrera,Chile,55,CAM,Medium/Medium,RES
252533,U. Vasic,Switzerland,55,RM,Medium/Low,RES
245340,L. Sibley,England,55,CM,Medium/Medium,RES
245993,T. Renaud,France,55,CDM,Medium/Medium,SUB
242854,S. Walker,England,55,"ST, CAM",Medium/Medium,RES
244583,M. Wenssens,Belgium,55,GK,Medium/Medium,RES
237886,C. Goslin,USA,55,"CM, CAM",Medium/Low,RES
240118,I. Aliu,Switzerland,55,"CM, CDM",Medium/Medium,RES
242347,I. Angking,USA,55,CDM,Medium/Medium,SUB
244715,T. Perry,England,55,CM,High/Medium,SUB
244925,F. Tauchhammer,Austria,55,RB,Medium/Medium,RES
246155,S. McCallum,England,55,LB,Medium/Medium,SUB
252330,R. Burrell,England,55,ST,Medium/Medium,RES
252567,S. Alexandropoulos,Greece,55,"CM, CDM",Medium/Medium,RES
243728,B. Kirdar,Australia,55,"CAM, CM",Medium/Medium,SUB
244131,N. Hefti,Switzerland,55,"LB, LM",Medium/Medium,LM
248329,O. Petersen,Norway,55,GK,Medium/Medium,RES
248457,M. Nawrocki,Poland,55,CAM,Medium/Low,SUB
252194,C. Albornoz,Argentina,55,CM,Medium/Medium,SUB
252572,K. Cagtay,Turkey,55,LB,Medium/Medium,RES
238995,I. Cameron,Scotland,55,"CF, CAM",Medium/Medium,SUB
240741,M. De Bie,Belgium,55,CDM,Medium/Medium,RES
240838,B. Wade,England,55,GK,Medium/Medium,SUB
241825,T. Francois,Australia,55,CM,Medium/Medium,RES
242462,A. Diaz,Chile,55,"LW, LB",Medium/Medium,SUB
243501,J. Łoś,Poland,55,ST,Medium/Medium,SUB
245352,A. Bastiaans,Netherlands,55,"CAM, CM",Medium/Low,RES
245503,S. Janneh,Gambia,55,ST,Medium/Medium,RES
246020,J. Adebayo-Smith,USA,55,ST,Medium/Medium,SUB
246698,M. Zennaro,Italy,55,CM,Medium/Medium,RES
238373,L. Rivas,Colombia,55,GK,Medium/Medium,RES
239007,S. Bakan,Turkey,55,LM,High/Low,RES
240603,J. Doyle-Hayes,Republic of Ireland,55,CM,Medium/Medium,SUB
240715,G. Lloyd,England,55,ST,High/High,SUB
241428,H. Knibbs,England,55,"ST, LW",High/Medium,SUB
243496,I. Ibáñez,Argentina,55,"ST, RW",High/Medium,SUB
245414,R. Al Otaibi,Saudi Arabia,55,"RB, CDM",Medium/Medium,RES
248508,M. Skrzypczak,Poland,55,"CDM, CB",Medium/High,SUB
248877,A. Kiss,Hungary,55,GK,Medium/Medium,SUB
250766,K. Imeri,Switzerland,55,"CDM, CM",Medium/Medium,SUB
250855,S. Jørgensen,Denmark,55,RM,Medium/Medium,SUB
251334,I. Schubert-Abubakari,Germany,55,"ST, LW, RW",Medium/Medium,RES
251472,G. Leibold,USA,55,LM,Medium/Medium,RES
251473,R. Campbell-Gordon,England,55,"LB, CB, RB",High/Medium,SUB
252705,C. Breadner,Scotland,55,LM,Medium/Medium,SUB
230667,A. Diakhate,Senegal,55,CM,Medium/Medium,RES
239002,P. Reading,England,55,LB,High/Medium,RES
240117,M. Haile-Selassie,Switzerland,55,"LM, CAM",Medium/Medium,SUB
241108,P. Teixeira,Switzerland,55,LM,Medium/Medium,RES
241842,B. Johnson,England,55,RB,High/Medium,RES
242062,H. Finndell,Sweden,55,CM,Medium/Medium,RES
243234,R. Berişbek,Turkey,55,"CAM, CM",Medium/Medium,SUB
244620,L. Jacot,Switzerland,55,GK,Medium/Medium,SUB
245222,A. Iontton,England,55,CM,Medium/High,SUB
245604,F. Durmuş,Turkey,55,CM,Medium/Medium,RES
246034,A. Farid,Saudi Arabia,55,"RM, ST",Medium/Low,RES
246466,G. Pintidis,Germany,55,"CM, CDM",Medium/Medium,SUB
247095,A. Reynolds II,USA,55,RB,Medium/Medium,RES
247346,T. Muse,USA,55,GK,Medium/Medium,RES
247505,A. Concha,Chile,55,"CM, CAM",Medium/Medium,SUB
251340,A. Dia,France,55,GK,Medium/Medium,SUB
252018,K. Piątkowski,Poland,55,CB,Medium/Medium,SUB
252748,K. Adedoyin,Nigeria,55,"RM, ST",Medium/Medium,RES
252822,M. De Marino,Italy,55,CB,Medium/Low,RES
234039,R. Edmonds-Green,England,55,"CB, RB",Medium/Medium,RES
235851,C. Moya,Colombia,55,CB,Medium/Medium,RES
241980,L. Gamíz,Mexico,55,CDM,Medium/High,RES
242924,Ko Jae Hyun,Korea Republic,55,RM,High/Medium,RES
243059,M. Castaño,Colombia,55,CAM,Medium/Low,RES
243348,L. Klitten,Denmark,55,LB,High/Medium,SUB
243387,S. Brolin,Sweden,55,GK,Medium/Medium,SUB
244179,N. Niemann,Germany,55,"RM, LM",Medium/Low,SUB
244224,F. Hammar,Sweden,55,CM,Medium/Medium,RES
245207,A. Marie-Sainte,France,55,CB,Medium/Medium,RES
245603,E. Çetindere,Turkey,55,CDM,Low/Medium,RES
